FIN.TRANSACTION DATE,FIN.POSTING DATE,FIN.TRANSACTION AMOUNT,MCH.MERCHANT NAME,MCH.CITY NAME,FIN.ORIGINAL CURRENCY AMOUNT,FIN.ORIGINAL ISO CURRENCY CODE SYMBOL,FIN.INET CONVERSION
04/10/17,05/10/17,381.00,HMCOURTS-SERVICE.G,0845940111,381.00,GBP,1.00
01/11/17,02/11/17,"4,983.00",HMCOURTS-SERVICE.G,08459400111,"4,983.00",GBP,1.00
11/10/17,12/10/17,20.00,OYSTER BUS AUTOTOP,0343 2221234,20.00,GBP,1.00
18/10/17,19/10/17,146.98,BARTLETTS KEY SERVICES,LONDON,146.98,GBP,1.00
19/10/17,20/10/17,20.00,OYSTER BUS AUTOTOP,0343 2221234,20.00,GBP,1.00
25/10/17,26/10/17,40.00,OYSTER AUTOTOPUP,0343 2221234,40.00,GBP,1.00
27/10/17,30/10/17,61.35,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,61.35,GBP,1.00
04/10/17,05/10/17,7.00,TESCO DELIVERY SAVER2,01707298000,7.00,GBP,1.00
10/10/17,11/10/17,3.23,MIDDLESEX UNIVERSITY H,HENDON,3.23,GBP,1.00
14/10/17,16/10/17,4.78,MCDONALDS,LONDON  SW1A,4.78,GBP,1.00
15/10/17,16/10/17,6.09,STARBUCKS,LONDON,6.09,GBP,1.00
15/10/17,16/10/17,6.43,WESTMINSTER ABBEY-CAT,LONDON SW1P,6.43,GBP,1.00
16/10/17,17/10/17,5.65,WAITROSE 670,MILL HILL,5.65,GBP,1.00
18/10/17,19/10/17,31.50,BLAKES DRY CLEANER LTD,LONDON N12,31.50,GBP,1.00
24/10/17,25/10/17,4.15,DELI AT NUMBER 4,LONDON,4.15,GBP,1.00
27/10/17,30/10/17,1.40,DELI AT NUMBER 4,LONDON,1.40,GBP,1.00
31/10/17,01/11/17,6.86,BROTHER & SONS LIMITED,LONDON,6.86,GBP,1.00
31/10/17,01/11/17,73.85,HALFORDS 0744,FRIERN BARNET,73.85,GBP,1.00
03/10/17,04/10/17,300.00,WWW.LOCAL.GOV.UK,INTERNET,300.00,GBP,1.00
04/10/17,05/10/17,126.00,BEAUFORT PARK,MACCLESFIELD,126.00,GBP,1.00
06/10/17,09/10/17,59.90,AMAZON EU,AMAZON.CO.UK,59.90,GBP,1.00
17/10/17,18/10/17,24.99,AMAZON UK MARKETPLACE,800-279-6620,24.99,GBP,1.00
25/10/17,27/10/17,55.89,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,55.89,GBP,1.00
17/10/17,18/10/17,78.12,TESCO STORE 2122,BRENT PARK,78.12,GBP,1.00
18/10/17,19/10/17,64.68,JOHN PURCELL PAPER,LONDON,64.68,GBP,1.00
24/10/17,25/10/17,138.92,TESCO STORE 2122,BRENT PARK,138.92,GBP,1.00
24/10/17,25/10/17,3.00,L B BARNET PARKING,LONDON,3.00,GBP,1.00
25/10/17,26/10/17,-3.51,TESCO STORE 2122,BRENT PARK,-3.51,GBP,1.00
31/10/17,01/11/17,54.97,TESCO STORE 2122,BRENT PARK,54.97,GBP,1.00
03/10/17,04/10/17,22.44,ROBIN NEWS,LONDON  N12,22.44,GBP,1.00
10/10/17,11/10/17,27.20,ROBIN NEWS,LONDON  N12,27.20,GBP,1.00
10/10/17,11/10/17,148.53,ARGOS LTD,NORTH FINCHLE,148.53,GBP,1.00
12/10/17,13/10/17,300.00,JOHN LEWIS,STRATFORD,300.00,GBP,1.00
13/10/17,16/10/17,6.45,POSTOFFICE SELFSERVICE,LONDON,6.45,GBP,1.00
18/10/17,19/10/17,75.50,HM PASSPORT OFFICE,LIVERPOOL,75.50,GBP,1.00
25/10/17,26/10/17,55.00,PP EPENNY,LONDON,55.00,GBP,1.00
26/10/17,27/10/17,50.20,ROBIN NEWS,LONDON  N12,50.20,GBP,1.00
31/10/17,01/11/17,24.48,ASDA SUPERSTORE,S'GATE CIRCUS,24.48,GBP,1.00
25/10/17,27/10/17,246.00,HIREITAILL.COM LTD,CHESHAM,246.00,GBP,1.00
02/10/17,04/10/17,147.00,TVLICENSING.CO.UK,3007906071,147.00,GBP,1.00
26/10/17,27/10/17,90.30,TESCO STORES 6440,LONDON EN8,90.30,GBP,1.00
26/10/17,27/10/17,-.40,TESCO STORE 3539,WALTHAM CROSS,-.40,GBP,1.00
28/10/17,30/10/17,40.00,OYSTER BUS AUTOTOP,0343 2221234,40.00,GBP,1.00
30/10/17,31/10/17,34.28,WAITROSE 215,FINCHLEY,34.28,GBP,1.00
09/10/17,12/10/17,11.00,L B CAMDEN INT,LONDON,11.00,GBP,1.00
09/10/17,12/10/17,11.00,L B CAMDEN INT,LONDON,11.00,GBP,1.00
03/10/17,04/10/17,34.99,ROBERT DYAS HOLDNG LTD,01372361444,34.99,GBP,1.00
04/10/17,05/10/17,81.50,BARNET LOCK CENTRE LTD,BARNET,81.50,GBP,1.00
04/10/17,05/10/17,53.50,BARNET LOCK CENTRE LTD,BARNET,53.50,GBP,1.00
06/10/17,09/10/17,20.00,OYSTER BUS AUTOTOP,0343 2221234,20.00,GBP,1.00
20/10/17,23/10/17,20.00,OYSTER AUTOTOPUP,0343 2221234,20.00,GBP,1.00
25/10/17,26/10/17,8.70,WAITROSE 191,BARNET,8.70,GBP,1.00
27/10/17,30/10/17,20.00,OYSTER BUS AUTOTOP,0343 2221234,20.00,GBP,1.00
07/10/17,09/10/17,1.90,SAINSBURYS SACAT 4572,COLINDALE,1.90,GBP,1.00
28/10/17,30/10/17,20.00,LUL TICKET MACHINE,EDGEWARE,20.00,GBP,1.00
01/11/17,02/11/17,6.79,CO-OP GROUP FOOD,104201,6.79,GBP,1.00
12/10/17,13/10/17,300.00,JOHN LEWIS,STRATFORD,300.00,GBP,1.00
16/10/17,17/10/17,250.00,CRAZY DISCOUNTS,LONDON  N12,250.00,GBP,1.00
16/10/17,17/10/17,21.60,ROBIN NEWS,LONDON  N12,21.60,GBP,1.00
16/10/17,17/10/17,35.00,BRITISH HEART,FINCHLEY,35.00,GBP,1.00
16/10/17,17/10/17,219.99,ARGOS LTD,NORTH FINCHLE,219.99,GBP,1.00
16/10/17,17/10/17,5.99,ARGOS LTD,NORTH FINCHLE,5.99,GBP,1.00
03/10/17,04/10/17,44.43,WWW.ARGOS.CO.UK,INTERNET,44.43,GBP,1.00
05/10/17,06/10/17,65.79,TRAINLINE,LONDON,65.79,GBP,1.00
12/10/17,13/10/17,45.96,ARGOS RETAIL GROUP,INTERNET,45.96,GBP,1.00
25/10/17,26/10/17,318.99,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,318.99,GBP,1.00
31/10/17,01/11/17,158.19,SQ  COMPARE THE MAN AN,LONDON,158.19,GBP,1.00
01/11/17,02/11/17,192.94,WWW.ARGOS.CO.UK,INTERNET,192.94,GBP,1.00
05/10/17,06/10/17,5.25,SAINSBURYS SACAT 0515,EDGWARE,5.25,GBP,1.00
12/10/17,13/10/17,42.50,MARKS&SPENCER PLC,INTERNET,42.50,GBP,1.00
17/10/17,18/10/17,7.79,MARKS&SPENCER PLC SF,WHETSTONES,7.79,GBP,1.00
20/10/17,23/10/17,354.00,GT DISPLAY LIMITED,THE ROPERY WH,354.00,GBP,1.00
09/10/17,10/10/17,203.88,AMAZON EU,AMAZON.CO.UK,203.88,GBP,1.00
10/10/17,11/10/17,305.82,AMAZON EU,AMAZON.CO.UK,305.82,GBP,1.00
24/10/17,25/10/17,3.99,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,3.99,GBP,1.00
23/10/17,25/10/17,17.00,CREATESEND/COM,SYDNEY,17.00,GBP,1.00
08/10/17,09/10/17,20.00,OYSTER AUTOTOPUP,0343 2221234,20.00,GBP,1.00
09/10/17,10/10/17,20.00,OYSTER AUTOTOPUP,0343 2221234,20.00,GBP,1.00
21/10/17,23/10/17,20.00,OYSTER BUS AUTOTOP,0343 2221234,20.00,GBP,1.00
05/10/17,06/10/17,2.99,AMAZON UK MARKETPLACE,800-279-6620,2.99,GBP,1.00
05/10/17,06/10/17,3.99,AMAZON UK MARKETPLACE,800-279-6620,3.99,GBP,1.00
05/10/17,06/10/17,36.56,AMAZON UK MARKETPLACE,800-279-6620,36.56,GBP,1.00
05/10/17,06/10/17,23.78,AMAZON UK MARKETPLACE,800-279-6620,23.78,GBP,1.00
05/10/17,06/10/17,8.99,AMAZON UK MARKETPLACE,800-279-6620,8.99,GBP,1.00
05/10/17,06/10/17,10.00,TFL OYST PHOTOCARD,0343 222 1234,10.00,GBP,1.00
06/10/17,09/10/17,9.99,AMAZON UK MARKETPLACE,800-279-6620,9.99,GBP,1.00
07/10/17,09/10/17,6.87,AMAZON EU,AMAZON.CO.UK,6.87,GBP,1.00
15/10/17,16/10/17,181.65,TESCO STORES 6440,LONDON EN8,181.65,GBP,1.00
18/10/17,18/10/17,6.99,PRIME FRESH MEMBERSHIP,AMZN.CO.UK/PM,6.99,GBP,1.00
03/10/17,04/10/17,6.60,SAINSBURYS SACAT 4435,FINCHLEY,6.60,GBP,1.00
07/10/17,09/10/17,20.00,OYSTER BUS AUTOTOP,0343 2221234,20.00,GBP,1.00
12/10/17,13/10/17,20.00,OYSTER AUTOTOPUP,0343 2221234,20.00,GBP,1.00
13/10/17,16/10/17,20.00,OYSTER BUS AUTOTOP,0343 2221234,20.00,GBP,1.00
21/10/17,23/10/17,20.00,OYSTER BUS AUTOTOP,0343 2221234,20.00,GBP,1.00
22/10/17,23/10/17,20.00,OYSTER BUS AUTOTOP,0343 2221234,20.00,GBP,1.00
05/10/17,06/10/17,14.60,TESCO STORE 2296,COLNEY HATCH,14.60,GBP,1.00
06/10/17,09/10/17,10.30,SQUARE PIE,LONDON  E20,10.30,GBP,1.00
06/10/17,09/10/17,65.05,J D SPORTS 924,STRATFORD CIT,65.05,GBP,1.00
06/10/17,09/10/17,9.98,TOSSED WESTFIELD STRAT,LONDON,9.98,GBP,1.00
09/10/17,10/10/17,11.00,WWW.ISLINGTON.GOV.,0207 5276271,11.00,GBP,1.00
09/10/17,10/10/17,8.20,WWW.ISLINGTON.GOV.,0207 5276271,8.20,GBP,1.00
09/10/17,10/10/17,5.60,WWW.ISLINGTON.GOV.,0207 5276271,5.60,GBP,1.00
09/10/17,10/10/17,8.30,WWW.ISLINGTON.GOV.,0207 5276271,8.30,GBP,1.00
09/10/17,10/10/17,6.97,MCDONALDS,LONDON  N1,6.97,GBP,1.00
17/10/17,18/10/17,30.00,ARGOS LTD,EDMONTON 4169,30.00,GBP,1.00
17/10/17,18/10/17,14.03,ARGOS LTD,EDMONTON 4169,14.03,GBP,1.00
17/10/17,18/10/17,2.70,WESTFIELD E20,LONDON  E20,2.70,GBP,1.00
21/10/17,23/10/17,30.60,TESCO STORE 2296,COLNEY HATCH,30.60,GBP,1.00
20/10/17,23/10/17,7.30,CO-OP GROUP FOOD,104320,7.30,GBP,1.00
21/10/17,23/10/17,11.70,TESCO STORE 2296,COLNEY HATCH,11.70,GBP,1.00
26/10/17,27/10/17,23.32,KFC - SOUTHGATE,LONDON,23.32,GBP,1.00
26/10/17,27/10/17,.99,KFC - SOUTHGATE,LONDON,.99,GBP,1.00
26/10/17,27/10/17,5.68,OZ TONBUL SUPERMARKET,LONDON  N18,5.68,GBP,1.00
26/10/17,27/10/17,14.00,TEAM SPORT,LONDON N18,14.00,GBP,1.00
28/10/17,30/10/17,56.80,AMF BOWLING,LONDON  N12,56.80,GBP,1.00
28/10/17,30/10/17,10.00,TESCO STORE 2296,COLNEY HATCH,10.00,GBP,1.00
28/10/17,30/10/17,10.00,TESCO STORE 2296,COLNEY HATCH,10.00,GBP,1.00
29/10/17,30/10/17,3.97,SAINSBURYS SACAT 4952,LONDON N11,3.97,GBP,1.00
29/10/17,30/10/17,3.12,TESCO STORES 2296,COLNEY HATCH,3.12,GBP,1.00
05/10/17,06/10/17,7.95,SAVERS HEALTH & BEAUTY,BARNET HERTS,7.95,GBP,1.00
07/10/17,09/10/17,7.39,SAVERS HEALTH & BEAUTY,BARNET HERTS,7.39,GBP,1.00
02/11/17,03/11/17,87.96,ROBERT DYAS HOLDNG LTD,01372361444,87.96,GBP,1.00
04/10/17,05/10/17,18.03,AMAZON UK MARKETPLACE,800-279-6620,18.03,GBP,1.00
07/10/17,09/10/17,13.98,AMAZON UK MARKETPLACE,800-279-6620,13.98,GBP,1.00
10/10/17,11/10/17,26.73,AMAZON UK MARKETPLACE,800-279-6620,26.73,GBP,1.00
10/10/17,11/10/17,14.98,AMAZON UK MARKETPLACE,800-279-6620,14.98,GBP,1.00
12/10/17,13/10/17,14.98,AMAZON UK MARKETPLACE,800-279-6620,14.98,GBP,1.00
24/10/17,25/10/17,26.73,AMAZON.CO.UK,AMAZON.CO.UK,26.73,GBP,1.00
04/10/17,05/10/17,22.14,AMAZON UK MARKETPLACE,800-279-6620,22.14,GBP,1.00
11/10/17,12/10/17,59.98,AMAZON UK MARKETPLACE,800-279-6620,59.98,GBP,1.00
13/10/17,16/10/17,82.97,AMAZON UK MARKETPLACE,800-279-6620,82.97,GBP,1.00
20/10/17,23/10/17,67.15,ALEXANDRA WEBSITE,BRISTOL,67.15,GBP,1.00
11/10/17,12/10/17,226.00,HMCOURTS-SERVICE.G,08459400111,226.00,GBP,1.00
27/10/17,30/10/17,17.99,123 REG R/T,08712309525,17.99,GBP,1.00
30/10/17,31/10/17,68.83,JIMMY'S FIREWORKS LIMI,BARNSLEY,68.83,GBP,1.00
19/10/17,20/10/17,457.65,D H C LTD,LUTON,457.65,GBP,1.00
20/10/17,23/10/17,20.00,GIFFGAFF.COM,ONLINE STORE,20.00,GBP,1.00
24/10/17,25/10/17,20.00,TEAM SPORT V/T,FARNHAM,20.00,GBP,1.00
26/10/17,27/10/17,47.00,TEAM SPORT,LONDON N18,47.00,GBP,1.00
11/10/17,13/10/17,168.98,PREMIER INN,BOURNEMOUTH,168.98,GBP,1.00
19/10/17,23/10/17,24.90,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,24.90,GBP,1.00
02/11/17,03/11/17,75.00,LBBARNET PAYENET,LONDON,75.00,GBP,1.00
15/11/17,16/11/17,11.90,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,11.90,GBP,1.00
15/11/17,17/11/17,22.69,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,22.69,GBP,1.00
16/11/17,17/11/17,11.98,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,11.98,GBP,1.00
19/11/17,20/11/17,36.47,VUE BSL LTD,NTH FINCHLEY,36.47,GBP,1.00
23/11/17,24/11/17,13.99,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,13.99,GBP,1.00
06/11/17,07/11/17,40.00,FACEBK RYR47DAM52,FB.ME/ADS,40.00,GBP,1.00
17/11/17,20/11/17,100.81,CAMPAIGNMONITOR,SYDNEY,129.00,USD,1.28
21/11/17,22/11/17,69.35,CAMPAIGNMONITOR,SYDNEY,89.00,USD,1.28
27/11/17,28/11/17,55.20,WWW.ISTOCK.COM,866-478-6251,55.20,GBP,1.00
30/11/17,01/12/17,110.00,FACEBK RNVRSDEP32,FB.ME/ADS,110.00,GBP,1.00
08/11/17,09/11/17,56.00,THE HOME OFFICE,UK,56.00,GBP,1.00
10/11/17,13/11/17,135.90,WWW.ARGOS.CO.UK,INTERNET,135.90,GBP,1.00
14/11/17,16/11/17,339.97,WWW.ARGOS.CO.UK,INTERNET,339.97,GBP,1.00
14/11/17,16/11/17,103.44,WWW.ARGOS.CO.UK,INTERNET,103.44,GBP,1.00
09/11/17,10/11/17,5.00,GIFFGAFF.COM,ONLINE STORE,5.00,GBP,1.00
28/11/17,29/11/17,5.00,WWW.GIFFGAFF.COM,ONLINE STORE,5.00,GBP,1.00
03/11/17,06/11/17,20.00,W M MORRISON PLC,BOREHAMWOOD,20.00,GBP,1.00
09/11/17,13/11/17,11.50,TFL ROAD CHARGE,0343 222 2222,11.50,GBP,1.00
13/11/17,14/11/17,103.10,EASYJET,EASYJET,103.10,GBP,1.00
15/11/17,16/11/17,423.49,POTTERS BAR DARTS,POTTERS BAR,423.49,GBP,1.00
24/11/17,27/11/17,36.00,THE COMEDY STORE-L,MANCHESTER,36.00,GBP,1.00
29/11/17,30/11/17,65.88,INSPIRED FRAMES,BARNET,65.88,GBP,1.00
30/11/17,01/12/17,31.43,EDF ENERGY-IVR,PLYMOUTH,31.43,GBP,1.00
08/11/17,09/11/17,72.00,J SIMPSON WASTE MANAGE,LONDON,72.00,GBP,1.00
08/11/17,09/11/17,265.00,J SIMPSON WASTE MANAGE,LONDON,265.00,GBP,1.00
03/11/17,06/11/17,9.40,MILK@MORE ONLINE,INTERNET,9.40,GBP,1.00
03/11/17,06/11/17,240.00,NPOWER,SCARCROFT,240.00,GBP,1.00
05/11/17,06/11/17,24.94,TESCO STORE 2131,BRENT CROSS,24.94,GBP,1.00
03/11/17,06/11/17,26.93,WATERCOOLER,442088335555,26.93,GBP,1.00
08/11/17,09/11/17,10.30,SAINSBURYS 0637,HENDON,10.30,GBP,1.00
10/11/17,13/11/17,158.90,WWW.BUGGYBABY.CO.UK,INTERNET,158.90,GBP,1.00
10/11/17,13/11/17,269.98,CASTLE WATER,BLAIRGOWRIE,269.98,GBP,1.00
10/11/17,13/11/17,7.05,MILK@MORE ONLINE,INTERNET,7.05,GBP,1.00
13/11/17,14/11/17,266.50,CASTLE WATER,BLAIRGOWRIE,266.50,GBP,1.00
17/11/17,20/11/17,41.57,MILK@MORE ONLINE,INTERNET,41.57,GBP,1.00
17/11/17,20/11/17,142.81,HERTFORDSHRE COUNTY,HERTFORD,142.81,GBP,1.00
20/11/17,21/11/17,81.61,BT BILL PAYMENT 2,DURHAM,81.61,GBP,1.00
20/11/17,21/11/17,99.95,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,99.95,GBP,1.00
21/11/17,22/11/17,13.61,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,13.61,GBP,1.00
21/11/17,22/11/17,24.99,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,24.99,GBP,1.00
22/11/17,23/11/17,11.80,SAINSBURYS 0637,HENDON,11.80,GBP,1.00
22/11/17,23/11/17,15.35,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,15.35,GBP,1.00
24/11/17,27/11/17,47.03,MILK@MORE ONLINE,INTERNET,47.03,GBP,1.00
24/11/17,27/11/17,13.00,DISCLOSURE & BARRING,LIVERPOOL,13.00,GBP,1.00
30/11/17,01/12/17,49.12,SAINSBURYS 0637,HENDON,49.12,GBP,1.00
30/11/17,01/12/17,32.01,AMAZON UK MARKETPLACE,800-279-6620,32.01,GBP,1.00
28/11/17,29/11/17,12.00,ASDA SUPERSTORE,WATFORD,12.00,GBP,1.00
28/11/17,29/11/17,65.38,ASDA SUPERSTORE,WATFORD,65.38,GBP,1.00
09/11/17,10/11/17,11.97,TESCO STORES 6412,WHETSTONE,11.97,GBP,1.00
10/11/17,13/11/17,91.99,COOPERS OF BARNET,BARNET,91.99,GBP,1.00
21/11/17,22/11/17,29.96,TESCO STORES 6412,WHETSTONE,29.96,GBP,1.00
20/11/17,22/11/17,57.98,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,57.98,GBP,1.00
05/11/17,06/11/17,62.32,TOPPS TILES NEW SO,7 STATION ROA,62.32,GBP,1.00
05/11/17,06/11/17,115.14,HOMEBASE LTD 024,LONDON  N11,115.14,GBP,1.00
07/11/17,08/11/17,149.11,TOPPS TILES NORTH,677 HIGH ROAD,149.11,GBP,1.00
11/11/17,13/11/17,278.84,B & Q 1067,LONDON,278.84,GBP,1.00
11/11/17,13/11/17,192.00,B & Q 1067,LONDON,192.00,GBP,1.00
11/11/17,13/11/17,-68.00,B & Q 1067,LONDON,-68.00,GBP,1.00
18/11/17,20/11/17,74.10,WICKES,LONDON,74.10,GBP,1.00
25/11/17,27/11/17,93.28,BUILDER DEPOT - NEW SO,LONDON  N11,93.28,GBP,1.00
25/11/17,27/11/17,8.44,BUILDER DEPOT - NEW SO,LONDON  N11,8.44,GBP,1.00
25/11/17,27/11/17,22.75,HOMEBASE LTD 024,LONDON  N11,22.75,GBP,1.00
20/11/17,21/11/17,12.05,SAINSBURYS 0124,NEW BARNET,12.05,GBP,1.00
03/11/17,06/11/17,44.99,SPORTSDIRECT 701,08443325701,44.99,GBP,1.00
09/11/17,10/11/17,26.80,BOYDENS KITCHEN,LONDON  N11,26.80,GBP,1.00
09/11/17,10/11/17,14.54,TESCO STORE 2296,COLNEY HATCH,14.54,GBP,1.00
20/11/17,21/11/17,9.35,CO-OP GROUP FOOD,104320,9.35,GBP,1.00
13/11/17,14/11/17,159.56,EASYJET,EASYJET,159.56,GBP,1.00
16/11/17,17/11/17,239.99,WWW.ARGOS.CO.UK,INTERNET,239.99,GBP,1.00
16/11/17,17/11/17,264.99,AO RETAIL LIMITED,.,264.99,GBP,1.00
16/11/17,20/11/17,229.00,PAYPAL  NKHAN105,35314369001,229.00,GBP,1.00
17/11/17,20/11/17,49.00,APCOA LUTON AIRPORT PA,LONDON LU2,49.00,GBP,1.00
20/11/17,21/11/17,91.80,ROBIN NEWS,LONDON  N12,91.80,GBP,1.00
20/11/17,21/11/17,65.45,SQ  COMPARE THE MAN AN,LONDON,65.45,GBP,1.00
21/11/17,22/11/17,78.93,WWW.ARGOS.CO.UK,INTERNET,78.93,GBP,1.00
21/11/17,22/11/17,45.00,B & Q 1067,LONDON,45.00,GBP,1.00
22/11/17,23/11/17,269.00,CARPETRIGHT PLC 270,BARNET,269.00,GBP,1.00
23/11/17,24/11/17,18.99,HOMEBASE LTD  588,LONDON  N12,18.99,GBP,1.00
23/11/17,24/11/17,79.99,PAYPAL  HOME DETAIL,35314369001,79.99,GBP,1.00
23/11/17,24/11/17,19.00,HOMEBASE LTD  588,LONDON  N12,19.00,GBP,1.00
23/11/17,24/11/17,159.00,PAYPAL  TAYYAB0118,35314369001,159.00,GBP,1.00
29/11/17,01/12/17,-159.00,PAYPAL  TAYYAB0118,35314369001,-159.00,GBP,1.00
03/11/17,06/11/17,179.94,WWW.EARLYYEARSRESOURCE,MNCHESTER M17,179.94,GBP,1.00
05/11/17,06/11/17,2.98,ASDA SUPERSTORE,S'GATE CIRCUS,2.98,GBP,1.00
10/11/17,13/11/17,226.58,WWW.TTS-GROUPS.CO.UK,INTERNET,226.58,GBP,1.00
16/11/17,17/11/17,14.30,SAINSBURYS SACAT 0637,HENDON,14.30,GBP,1.00
21/11/17,22/11/17,27.99,AMAZON EU AMAZON.CO.UK,AMAZON.CO.UK,27.99,GBP,1.00
29/11/17,30/11/17,37.17,WWW.NISBETS.COM,0845 1110281,37.17,GBP,1.00
04/11/17,06/11/17,12.30,LUL TICKET MACHINE,COCKFOSTERS,12.30,GBP,1.00
04/11/17,06/11/17,4.10,NCP LIMITED P&D,BARNET,4.10,GBP,1.00
05/11/17,06/11/17,12.30,LUL TICKET MACHINE,COCKFOSTERS,12.30,GBP,1.00
06/11/17,07/11/17,17.50,LUL TICKET MACHINE,COCKFOSTERS,17.50,GBP,1.00
06/11/17,07/11/17,16.50,NCP LIMITED P&D,BARNET,16.50,GBP,1.00
07/11/17,08/11/17,17.50,LUL TICKET MACHINE,COCKFOSTERS,17.50,GBP,1.00
08/11/17,09/11/17,17.50,LUL TICKET MACHINE,COCKFOSTERS,17.50,GBP,1.00
12/11/17,13/11/17,27.95,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,27.95,GBP,1.00
13/11/17,15/11/17,23.97,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,23.97,GBP,1.00
14/11/17,15/11/17,19.96,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,19.96,GBP,1.00
06/11/17,07/11/17,117.24,TESCO STORES 6440,LONDON EN8,117.24,GBP,1.00
07/11/17,08/11/17,84.47,MAKRO SELF SERVICE,MANCHESTER,84.47,GBP,1.00
07/11/17,08/11/17,78.52,WWW.CICSLIMITED.CO.UK,INTERNET,78.52,GBP,1.00
07/11/17,08/11/17,45.60,ASDA SUPERSTORE,S'GATE CIRCUS,45.60,GBP,1.00
07/11/17,08/11/17,3.83,CLEANING SUPPLIES 4 U,GREENOCK,3.83,GBP,1.00
09/11/17,10/11/17,137.72,TESCO STORES 6440,LONDON EN8,137.72,GBP,1.00
13/11/17,14/11/17,176.73,TESCO STORES 6440,LONDON EN8,176.73,GBP,1.00
14/11/17,15/11/17,183.88,DOMESTIC & GENERAL,08444 810500,183.88,GBP,1.00
15/11/17,16/11/17,15.50,SAINSBURYS 0124,NEW BARNET,15.50,GBP,1.00
16/11/17,17/11/17,118.79,TESCO STORES 6440,LONDON EN8,118.79,GBP,1.00
20/11/17,21/11/17,153.06,TESCO STORES 6440,LONDON EN8,153.06,GBP,1.00
23/11/17,24/11/17,170.88,TESCO STORES 6440,LONDON EN8,170.88,GBP,1.00
23/11/17,27/11/17,74.30,SKY SUBSCRIPTION,08442411653,74.30,GBP,1.00
24/11/17,27/11/17,143.37,ASDA GEORGE COM LEEDS,LEEDS,143.37,GBP,1.00
25/11/17,27/11/17,87.23,MAKRO SELF SERVICE ENF,MIDDLESEX,87.23,GBP,1.00
27/11/17,28/11/17,175.30,TESCO STORES 6440,LONDON EN8,175.30,GBP,1.00
30/11/17,01/12/17,158.70,TESCO STORES 6440,LONDON EN8,158.70,GBP,1.00
07/11/17,08/11/17,37.18,GLS EDUCATIONAL,0161 3672051,37.18,GBP,1.00
07/11/17,09/11/17,147.00,TVLICENSING.CO.UK,3007906071,147.00,GBP,1.00
09/11/17,10/11/17,57.45,TESCO STORES 6440,LONDON EN8,57.45,GBP,1.00
14/11/17,15/11/17,24.89,TESCO STORES 6440,LONDON EN8,24.89,GBP,1.00
18/11/17,20/11/17,12.98,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,12.98,GBP,1.00
19/11/17,20/11/17,35.39,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,35.39,GBP,1.00
20/11/17,21/11/17,79.75,IKEA ONLINE,SHOP ONLINE,79.75,GBP,1.00
22/11/17,23/11/17,35.14,TESCO STORES 6440,LONDON EN8,35.14,GBP,1.00
28/11/17,29/11/17,37.98,WWW.DOMINOS.CO.UK,01908 580000,37.98,GBP,1.00
30/11/17,01/12/17,36.50,TESCO STORES 6440,LONDON EN8,36.50,GBP,1.00
10/11/17,13/11/17,300.00,HMCOURTS-SERVICE.G,08459400111,300.00,GBP,1.00
22/11/17,23/11/17,75.00,HMCOURTS-SERVICE.G,08459400111,75.00,GBP,1.00
09/11/17,10/11/17,369.00,E U SIGNS LTD,BOREHAMWOOD W,369.00,GBP,1.00
09/11/17,10/11/17,65.00,LB BARNET PCN WEB,LONDON,65.00,GBP,1.00
13/11/17,14/11/17,65.00,LB BARNET PCN WEB,LONDON,65.00,GBP,1.00
13/11/17,14/11/17,65.00,LB BARNET PCN WEB,LONDON,65.00,GBP,1.00
14/11/17,15/11/17,79.00,AMAZON UK PRIME AMZN.C,AMZN.CO.UK/PM,79.00,GBP,1.00
16/11/17,17/11/17,94.84,B & Q 1067,LONDON,94.84,GBP,1.00
17/11/17,20/11/17,33.00,INST.OF ADANCD MOT,WELWYN GARDEN,33.00,GBP,1.00
17/11/17,20/11/17,33.00,INST.OF ADANCD MOT,WELWYN GARDEN,33.00,GBP,1.00
21/11/17,22/11/17,165.00,AO RETAIL LIMITED,.,165.00,GBP,1.00
25/11/17,27/11/17,20.00,OYSTER BUS AUTOTOP,0343 2221234,20.00,GBP,1.00
08/11/17,09/11/17,223.94,WWW.ARGOS.CO.UK,INTERNET,223.94,GBP,1.00
